Temp,H,CO_2,Rsun,Tout,Hout,CO2out,Vwind,CO2dos,Lamp,LS,ES,WL,WW,Tp
20.112,76.05,921.5,44.3,16.4,67.9,434.5,2.1,1349.9,66.7,0,0,76.175,1.95,39.35
17.262,77.788,669,0.6,15.6,75.1,437.7,1,860.5,33.3,0,85,55.263,54.375,42.1
16.438,83.675,510.5,0.3,13.8,84.2,429.1,0.2,0,0,0,0,8.1125,10.688,43.325
16.612,85.15,496,0.2,13.1,88.5,438.9,0.1,0,0,0,0,20.325,16.587,40.85
17.337,79.5,514.5,0.2,12,90.9,425.4,0.1,216.6,66.7,0,90,66.537,17.325,39.4
17.513,80.175,518.5,0.2,11.6,94.2,405.2,0.4,0,66.7,0,90,70.4,17.6,42.25
17.925,76.637,584,0.3,12,94.8,408.3,0.9,167.1,100,0,90,71.075,25.35,40.8
17.5,78.388,658.5,0.5,12,94.8,414.4,0.9,375.2,100,0,30,74.188,16.1,41.95
17.475,77.825,665,0.4,11.9,94.8,432.7,0.9,423.5,100,0,30,64.175,17.1,42.125
17.425,78.05,764.5,0.4,11.5,94.2,434.5,0.8,647.2,100,0,30,67.613,14.025,41.45
17.288,77.938,837.5,0.3,11.2,94.2,442.6,0.7,706.2,100,0,30,43.137,9.175,42.625
17.712,77.875,836,0.3,10.6,96,446.8,1.1,963.6,100,0,30,45.912,8.8375,42.75
18.212,77.425,1059.5,0.3,10.6,97.2,480.4,0.8,758.3,100,0,30,47.363,8.9125,38.95
18.563,76.3,955.5,13.6,10.5,97.2,468.2,0.9,1017.5,66.7,0.066667,0,33.263,8.625,40.775
19.788,78.638,1080,82,11.2,96.6,496.9,1,702.1,100,0,0,36.913,36.913,43.4
20.9,75.313,897,269.6,12.8,90.1,515.8,1.6,1131.9,33.3,0,0,51.35,2.1625,39.6
22.15,73.713,970,435.6,16.3,77.3,526.2,1,1347.6,0,0,0,26.375,1.875,36.35
24.75,72.087,943.5,495.6,17.3,72,546.3,1.2,1239.2,0,0,0,39.813,2.2625,31.725
25.813,70.075,917,544.6,19.1,65.1,574.4,1.6,1181.9,0,0,0,40.1,3.5875,30.175
27.387,64.263,931.5,569.3,19.3,59,556.7,1.8,1362.7,0,0,0,35.138,9.1375,22.55
27.162,63.85,990.5,560.5,19.9,57.6,543.9,2.6,1384,0,0,0,31.012,5.275,30.05
25.5,67.563,1080.5,461.2,19.8,56.4,565.9,2.8,1017.6,0,0,0,29.7,2.025,30.05
24.112,70.088,1061.5,346.8,19.9,57.6,558.5,2.3,321.5,0,0,0,29.012,2.0125,33.225
23.413,75.462,1114.5,182.4,20,57.6,531.7,1.9,319.9,33.3,0,0,100,2.075,37.175
20.05,76.925,1037,23.1,17.4,71.4,496.9,1.9,657,33.3,0,0,77.025,77.025,39.95
18.063,76.275,508.5,0.3,16.2,75.1,488.3,1.2,0,0,0,39.5,94.612,94.612,41.025
16.65,84.975,494.5,0.2,14.7,83.8,471.9,0.5,0,0,0,0,14.962,14.962,44.875
16.313,85.775,510,0.1,13.5,89.5,425.4,0.1,0,0,0,0,11.375,11.375,44.225
16.988,82.45,547,0.2,13.1,92.5,401.6,0.1,107.7,66.7,0,90,38.725,38.725,44
17.525,79.738,496,0.2,12.7,94.4,405.9,0.5,0,75.025,0,90,66.188,66.175,42.85
17.662,77.075,539,0.1,12.6,95.6,402.2,0.6,376.6,100,0,90,65.563,65.563,41.75
17.2,77.662,579.5,0.1,12.3,95.6,408.3,0.9,268.1,100,0,30,62.95,62.95,42.075
17.375,77.812,636.5,0.2,12.4,93.8,418.1,1.1,535.9,100,0,30,56.362,56.362,42
17.688,78.862,775.5,0.2,12.4,92,426.6,1.1,650.9,100,0,30,77.287,23.113,42.35
17.812,78.5,850,0.4,12.5,91.4,446.2,0.9,860.9,100,0,30,71.175,19.163,41.625
17.713,77.763,817.5,0.6,12.2,91.4,467,0.6,955.1,100,0,30,50.963,11.375,42.65
18.163,78.188,915.5,0.5,12.2,93.2,483.5,0.9,1174.2,100,0,30,49.8,10.987,42.725
19.238,79.663,964,4.8,12.3,92.6,472.5,1.8,1130.6,100,0,0,39.888,12.225,44.375
20.6,77.263,1109,109.1,13.6,90.1,487.7,1.5,856.5,100,0,0,46.875,2.5875,42.35
22.125,75.162,964,266.9,15.7,81.8,512.7,1.7,1284,33.3,0,0,29.75,2.075,38.25
23.438,76.75,958,383.6,17.7,73.4,508.5,2.3,1183,0,0,0,35.75,1.925,35.775
25.613,72.188,982.5,487.7,18.7,69,518.9,3.2,1141.2,0,0,0,35.45,2.2,30.075
26.575,69.763,1043.5,552.3,19.9,65.7,532.9,3.7,1398.1,0,0,0,30.012,2.7,30.075
27.188,66.063,995,569.5,21,60.6,560.4,3.9,1289.3,0,60,0,29.662,4.7875,0
25.262,70.175,1015,435.1,21.5,59.4,549.4,4,776.8,0,0,0,28.875,2.0125,7.5
25.775,69.175,1051,442.8,22,57.3,550,3.8,1024.6,0,0,0,28.937,1.9625,0
24.425,70.575,1053.5,317.4,22.1,57.4,517.6,3.7,1292.2,0,0,0,28.512,2,33.9
22.888,70.025,915,105.7,21.7,58.4,490.2,3.1,1128,66.7,0,0,100,1.9875,35.1
22.8,72.2,874.5,36.1,21,63.7,482.2,2.1,1238.6,66.7,0,0,100,16.925,35.925
21.225,75.363,563.5,0.4,20.1,68.6,456.6,1.7,0,0,0,53.633,100,96.775,38.5
18.725,78.612,454,0.3,19.3,73.6,436.4,1.5,0,0,0,0,100,98.225,41.7
18.15,82.85,461.5,0.2,18.2,79.5,422.9,0.9,0,0,0,0,100,98.25,43.75
19.7,80.95,494,0.2,17.2,81.4,410.1,0.8,107.1,66.7,0,90,100,99.263,42.6
19.175,77.675,460,0.3,16.8,82.2,402.2,0.7,0,87.513,0,90,100,98.25,40.975
20.012,76.987,570,0.2,16.3,84.8,399.1,0.6,316.1,100,0,90,100,98.275,40.15
18.25,77.725,563.5,0.2,15.1,87.9,410.1,0.4,378.2,100,0,30,98.438,88.237,41.425
18.788,78.063,610,0.4,14.4,92.2,403.4,0.9,530,100,0,30,100,77.688,41.425
19.275,78.325,591.5,0.5,15.5,90.3,422.3,0.8,637.6,100,0,30,100,98.275,41.125
19.088,77.775,634.5,0.3,15.6,88.5,440.1,1,804.1,100,0,30,100,98.3,41.775
19.087,77.1,677,0.5,16,86.6,454.8,1,868.9,100,0,30,100,96.75,41.975
19.025,77.763,691.5,0.4,16.3,86.1,441.3,1.8,860.9,100,0,30,99.45,68.037,42.25
19.25,79.138,779,2.2,16.3,88.5,447.4,2,813.3,66.7,0,0,79.237,24.925,43.825
20.875,78.975,915.5,81.5,16.5,88.5,442.6,2,1127.9,66.7,0,0,86.962,1.9875,42.95
22.613,75.8,929.5,197.9,18.1,82.6,457.8,2.5,1296.5,33.3,0,0,100,1.9875,38.3
24.125,75.763,1002.5,389.5,19.7,74.1,481.6,3.1,589.4,0,0,0,56.488,2.0875,34.55
26.325,70.487,997,518.4,21.4,68.2,493.8,3.8,1183.9,0,0,0,53.925,1.8625,0
25.25,70.763,1017,440.8,20.8,66.7,473.1,4.2,481.6,0,0,0,54.525,2.0875,0
25.85,68.237,986.5,444.4,20.9,59.6,499.9,4.8,1354.5,0,0,0,58.288,2.0875,0
24.075,68.225,1033.5,346.8,20.8,60,513.4,5,1241.6,0,0,0,58.087,2,32.325
21.913,74.438,1013,181.7,19.4,76.1,487.1,5.1,916.8,33.3,0,0,49.35,1.9625,37.3
21.8,80.375,1040,33.9,18.1,86.1,490.2,4.3,427.1,33.3,0,0,32.875,2.0125,39.625
22.35,80.475,888.5,40.3,18.4,87.3,476.7,2.9,1248.7,66.7,0,0,58.888,58.888,40.3
23.863,82.212,1163.5,1,17.6,92.1,484.1,1.9,490.6,66.7,0,0,3.9625,0.1125,20.425
24.837,84.225,1017.5,0.2,17,96.4,456,1.7,0,66.7,0,85,7.8125,1.775,40.95
20.325,84.275,445.5,0.3,16.8,98.2,432.1,1.2,0,33.3,0,85,100,99.025,43.025
18.75,88.275,447,0.3,16.5,98.9,417.5,0.7,0,33.3,0,85,100,99.025,44.625
19.825,88.225,571.5,0.2,16.2,98.9,424.8,0.6,275.9,41.65,0,85,100,99.025,44.75
18.612,84.05,468,0.3,15.9,99.5,437.7,0.8,0,100,0,85,100,94.275,43.875
20.925,81.263,624.5,0.3,15.8,99.5,418.1,0.7,435.4,100,0,85,100,99.05,41.85
20.113,80.987,575.5,0.3,16.1,100,441.3,0.7,485.8,100,0,30,100,98.912,41.8
20.063,80.913,538.5,0.3,16.4,100,437.7,0.8,529.2,100,0,30,100,98.912,41.65
19.712,81.2,598.5,0.3,16.3,99.5,421.1,1.3,704.7,100,0,30,100,98.912,42.45
19.613,81.75,628,0.3,16.2,99.5,447.4,1.2,650.2,100,0,30,100,98.938,43.1
19.75,81.063,586,0.3,16.2,99.5,468.8,1.4,972.3,100,0,30,100,56.9,42.975
20.175,80.6,683,0.3,16.1,99.5,472.5,1.2,973.2,100,0,30,100,20.662,42.7
21.175,79.588,756.5,0.2,16.1,98.9,478,1.1,1074.6,66.7,0,0,97.025,5.125,43.25
22.288,80.712,868,30.1,16.4,96.6,478,1.3,1235.7,66.7,0,0,51.625,1.85,43.075
22.975,79.45,974.5,67.7,17,90.9,475.5,1.5,1415,66.7,0,0,82.975,4.5,39.9
23.288,77.275,915.5,121.6,17.3,87.1,493.8,1.7,1455.1,66.7,0,0,95.875,3.3875,38.6
23.7,72.112,769,217.7,17.5,80.6,479.2,2.4,1347.3,33.3,0,0,97.15,5.45,35.175
23.438,75.35,870.5,207.5,17.8,79.9,450.5,1.6,1286.8,33.3,0,0,96.487,2.275,37.1
23.587,72.75,756.5,222,18.4,79.1,446.8,1.5,1286.3,33.3,0,0,100,3.3625,35.825
25.475,76.65,966.5,315,18.6,77.3,458.4,1.8,918.6,0,0,0,48,6.325,35.9
25.663,73.438,817,459.1,21.7,69,478,0.8,633.7,0,0,0,39.588,6.575,30.125
24.938,71.35,836,368.6,20.5,72.2,471.9,1.2,1340.6,0,0,0,39.375,6.9875,32.675
22.675,75.85,919.5,167.6,20.1,73.8,459,0.7,1459.2,66.7,0,0,95.925,2.2125,37.475
21.463,75.65,648.5,40.5,19,76.5,422.9,0.5,114.5,66.7,0,0,98.188,9.1,38.375
18.95,78.913,445,0.5,17.2,85.6,438.9,0.5,0,0,0,0,90.325,53.6,41.5
17.075,84.887,454,0.2,16,89.9,433.9,0.7,0,0,0,0,68.838,68.838,44.6
17.275,84.463,472,0.5,15.2,93,422.9,0.5,0,0,0,0,81.525,81.525,43.1
17.238,84.237,476,0.4,14.4,95.4,428.4,0.8,0,33.3,0,0,69.15,69.15,42.425
17.637,81.162,453,0.6,14.1,96.6,408.9,0.4,0,100,0,85,96.688,96.688,44.425
18.637,78.612,592,0.5,14,97.8,420.5,0.4,382.4,100,0,85,92.162,92.162,42.75
18.038,79.263,604,0.8,13.6,98.4,414.4,0.1,581.7,100,0,30,88.112,88.112,42.175
17.688,78.662,620.5,0.4,13.1,99.1,419.3,0.2,583.8,100,0,30,79.263,79.263,43.4
17.762,79.875,730,0.3,13,99.7,416.8,0,757.7,100,0,30,84.1,84.1,43.725
18.887,80.112,862.5,0.5,13.5,99.9,438.9,1.2,305.2,100,0,30,100,63.075,43.3
18.813,80.338,882.5,0.3,13.4,99.9,468.8,0.9,815.4,100,0,30,98.513,41.387,43.375
19.175,80.15,1005,0.3,12.9,99.9,469.4,0.9,650.9,100,0,30,64.162,17.938,43.225
19.65,81.275,1151.5,1.8,12.7,99.9,467.6,1,267.4,66.7,0,0,12.913,2.9375,46.175
21.925,81.85,1094.5,109.9,13.7,99.9,490.8,1.6,483.2,66.7,0,0,13.363,2.2,45.825
23.538,76.788,899,266.2,16.3,96.8,507.3,1.8,486.9,33.3,0,0,58.325,4.4125,39.1
24.075,77.963,1124.5,402.1,18.5,86.7,515.2,2.4,214.2,0,0,0,34.5,0.7375,35.325
26.887,73.575,1025,503.6,20,78.7,528,2.6,1184.7,0,0,0,33.388,1.0625,22.625
27.737,70.425,966,567.7,21.9,70.4,557.9,2.8,1288.5,0,0,0,44.475,6.375,0
27.663,68.088,884.5,572.2,22.8,67.1,578.7,2.7,1034.6,0,50,0,40.15,10.075,7.5
26.038,71.875,978.5,531.8,23.2,63,584.8,2.1,876.4,0,100,0,42.462,8.925,30
26.7,71.075,930,448.7,23.7,65.3,580.5,2.4,643.2,0,0,0,42.537,11.275,22.5
25.212,71.288,1007,315,23.8,64.1,569.5,2.2,1243.4,0,0,0,42.325,6.975,33.95
24.1,75.9,1056,157.7,23,68.4,544.5,2.1,0,33.3,0,0,32.925,3.125,36.8
21.8,80.2,791,31.3,21.6,74.8,507.9,1.8,0,33.3,0,0,40.55,6.0125,41.4
19.925,82.45,480,0.5,20.1,81.2,467.6,2.1,0,33.3,0,0,79.287,52,43.375
20.475,85.237,543,0.3,19.2,83.8,449.3,2.3,214.8,33.3,0,80,100,99.05,44.45
19.9,85.975,555,0.4,18.2,85,443.2,2.4,0,33.3,0,80,99.05,99.05,45.275
19.875,87.7,577.5,0.3,18,86.3,438.3,2.4,209.2,33.3,0,80,99.05,99.05,45.7
19.863,86.238,575.5,0.3,17.1,87.5,421.7,2.1,0,66.7,0,85,99.037,99.037,41.325
20.563,80.025,640.5,0.5,16.7,89.3,422.3,1.7,491.8,66.7,0,85,100,99.037,38.8
19.95,80.838,673,0.4,16.4,91.1,425.4,1.4,431.1,66.7,0,30,100,99.037,37.5
19.975,81.537,746.5,0.4,16.2,93,417.5,2.1,692.8,66.7,0,30,100,99.037,37.925
19.437,80.963,795,0.4,15.7,94.2,445.6,1.4,809.6,66.7,0,30,100,96.188,37.525
19.638,80.975,874.5,0.3,15.4,96,446.8,1.3,905.8,66.7,0,30,100,94.575,37.6
19.413,80.888,842.5,0.4,15.1,96.6,467,1.1,1070.3,66.7,0,30,100,87.212,38.1
19.563,81.1,980,0.4,14.9,97.2,461.5,1.6,1067.5,66.7,0,30,93.025,36.675,38.425
20.2,81.225,1141.5,1.8,14.7,97.8,507.9,1.8,315.4,66.7,0,0,45.663,7.6375,39.35
21.9,81.025,1049.5,106.7,15.7,96.8,487.1,1.7,106.8,33.3,0,0,24.85,2.1875,45.275
23.063,78.05,935.5,260.3,17.6,90.3,464.5,1.8,1404.6,0,0,0,44.438,2.1375,40.35
24.8,78.175,964.5,395,20.1,79.1,495,2,1227.6,0,0,0,49.625,4.0375,35.025
26.825,70.837,921.5,495.4,22,71.8,502.4,2.4,1186,0,0,0,43.9,10.538,30.125
27.638,70.75,864.5,554.6,23.5,66.5,498.1,2.2,428.8,0,50,0,43.75,11.413,0
28.15,68.362,962,568,24.5,64.9,528.6,3.2,1297.6,0,100,0,40.075,10.2,0
26.788,71.737,1125,533,25.2,60.2,540.2,3.2,639.9,0,95,0,42.588,11.825,0
25.813,73.625,960,442.8,25.5,57.1,519.5,3.4,1293.3,0,95,0,42.588,5.825,22.5
25.475,73.5,1049,318.7,25.6,55.3,529.2,2.8,586.5,0,0,0,42.25,9.2875,33.725
22.938,77.95,1117,168.3,24.9,57.1,507.3,2.6,971.5,33.3,0,0,41.4,2.2875,38.55
21.212,82.45,882.5,31.4,23.4,65.3,509.1,1.8,215.9,33.3,0,0,40.288,3.925,42.725
19.988,83.775,687.5,0.5,21.9,70.8,456.6,2.1,154.6,33.3,0,80,94.575,61.762,44.35
20.775,82.438,563,0.4,20,79.3,446.2,1.7,168.9,33.3,0,80,100,98.7,43.275
19.75,81.975,532.5,0.5,19.3,81.8,440.1,1.4,220.4,33.3,0,80,100,98.7,43.55
19.3,82.5,554.5,0.4,18.5,82.4,422.3,1.4,53.8,33.3,0,80,100,98.688,43.95
19.1,82.838,511,0.3,17.6,86.1,417.5,1.3,0,66.7,0,85,100,98.688,44.225
20.188,78.638,583.5,0.2,16.6,89.1,410.7,1.2,491,100,0,85,100,98.688,41.725
19.563,76.438,573,0.3,16.4,88.5,409.5,1.3,488.4,100,0,30,100,98.688,40.975
19.663,77.225,685.5,0.3,15.8,88.5,419.3,1.7,546,100,0,30,100,98.688,41.525
19.575,78.187,775.5,0.3,15.3,89.7,413.2,1.4,759,100,0,30,100,96.25,42.275
18.637,78.225,756.5,0.2,14.6,92.1,439.5,0.8,754.1,100,0,30,100,74.712,43.875
18.65,78.237,744.5,0.2,14.2,93.4,467,1,922.8,100,0,30,88.975,49.65,44.7
19.737,78.188,982.5,0.4,14.2,93.4,463.3,1.6,809.9,100,0,30,95.25,36.925,36.975
20.375,78.525,991,2,14,92.8,468.8,1.9,915.7,100,0,0,48.825,8.0625,40.7
22.475,77,952.5,109,15.2,89.7,496.3,1.8,439.2,33.3,0,0,45.95,3.7,40.575
23.063,78.375,972,255.1,17.3,81,509.1,1.7,383.4,0,0,0,53.813,4.6,39.175
23.775,76.35,1017.5,392.6,19.1,74.5,510.9,2.2,1074.5,0,0,0,49.55,5.9125,34.9
26.337,69.788,885,493.3,21.6,65.3,540.8,1.9,1341.9,0,0,0,43.8,11.775,7.525
26.787,69.612,901.5,557,22.6,59,555.5,2.6,919,0,0,0,40.025,10.188,7.525
28.075,68.025,903,569,23.4,56.2,570.1,2.4,532.9,0,0,0,40.05,10.2,0
28.175,66.425,850.5,524.3,24.6,53.1,555.5,2,1298.8,0,0,0,44.925,12.8,0
26.963,68.313,976,434.9,25,51.9,528,2.3,323.9,0,0,0,44.65,12.638,7.5
25.137,68.612,923.5,305.8,24.6,51.7,523.1,2.4,546.2,0,0,0,42.813,10.225,34.05
22.487,74.225,1033.5,156.5,23.8,53.5,517.6,2.3,376.3,0,0,0,40.325,2.1,36.9
19.837,82.875,964,23.1,21.8,67.1,489.6,2,0,33.3,0,0,22.275,22.275,43.675
20.713,80.438,614,0.3,20.1,75.1,467,1.3,167.4,66.7,0,80,90.337,58.45,42.425
21.087,79.412,622,0.3,18.9,79.9,454.2,1.1,867.7,66.7,0,80,100,92.45,41.8
20.738,79.787,958,0.4,18.1,84.4,431.5,1,852.4,66.7,0,80,100,92.287,42.15
19.863,79.075,712,0.4,17.7,85,412,0.8,599.1,66.7,0,80,100,92.963,42.125
19.813,78.95,530.5,0.3,16.8,87.3,405.2,0.4,0,66.7,0,85,100,92.75,42.3
19.525,77.75,669,0.4,15.6,93,412,0.4,539.1,100,0,85,100,92.65,41.8
18.712,78,734,0.3,15.1,94,402.2,0.2,537.3,100,0,30,96.412,70.95,42.125
18.787,78.887,710,0.4,14.9,95.2,411.3,0.1,707.7,100,0,30,98.388,76.225,41.35
18.95,79.538,793,0.5,14.3,96.4,429.1,0.3,741.9,100,0,30,100,77.387,42.125
18.113,79.088,761,0.3,15,97.4,467.6,0.1,748.3,100,0,30,95.975,49.525,40.875
18.45,78.25,876.5,0.5,13.6,97.4,486.5,0.1,819.2,100,0,30,96.313,39.063,40.875
19.463,79.137,968,0.7,13.8,98,486.5,0.7,1170,100,0,30,80.762,28.463,40.825
20.137,78.287,1118.5,0.8,13.6,98,489.6,0.4,314.6,66.7,0,0,40.113,7.55,40.3
20.85,79.563,1035,80.3,15,97.5,534.7,0.4,1029.9,66.7,0,0,64.463,4.925,40.375
22.687,75.375,1021.5,217.8,18,84,535.9,0.7,424.3,33.3,0,0,98.588,5.4625,39.3
24.025,75.975,988.5,371.9,21.4,70.4,546.3,0.9,858.2,0,0,0,100,12.963,34.75
26.075,72.438,940,473.5,23.2,65.7,577.4,1,701.7,0,0,0,40.75,10.087,7.525
27.125,69.638,895,530.6,23.8,63.5,587.2,1.5,1390.9,0,0,0,34,34.238,0
27.938,69.662,984.5,541.1,24.2,63,587.8,1.4,623.6,0,0,0,40.113,10.175,0
27.125,70.65,931.5,498.4,24.4,60.6,618.3,1.3,1341.8,0,0,0,40.1,40.1,0
26.487,71.175,1035,411.2,25.8,54.7,609.8,1,1021.8,0,0,0,42.138,42.138,7.65
24.75,72.125,883,269.2,25.1,56.4,632.4,1,1184.7,0,0,0,41.712,1.25,34.125
22.875,77.263,1064,131.4,24.7,57.2,644.6,0.7,377.5,66.7,0,0,40.413,0,38.175
22.55,78.65,999,15.9,22.3,68.3,562.2,1.1,277.1,87.513,0,0,40,40,40.25
21.262,80.263,991,0.2,20.3,77.1,497.5,0.9,322.6,66.7,0,80,40,40,41.975
20.075,80.688,954,0.3,18.9,82.6,437.7,0.4,804.8,66.7,0,80,80.475,80.475,42.625
19.438,79.7,646.5,0.5,18.1,85,432.1,0.4,807.2,66.7,0,80,100,100,43.025
19.225,79.737,740.5,0.5,17,89.3,435.2,0.2,484.6,66.7,0,80,100,100,42.7
18.725,79.737,518,0.4,16.4,91.8,415.6,0.2,0,66.7,0,80,100,100,42.625
18.938,77.537,614,0.4,16.2,93.6,413.8,0.3,855.7,100,0,80,100,100,41.05
18.688,79.125,659,0.5,15.5,95.4,399.8,0.1,750.5,100,0,30,99.5,99.5,38.925
18.575,77.638,805.5,0.5,15,96,416.8,0,641.6,100,0,30,93.862,93.862,37.4
18.387,78.325,775,0.5,15.3,96.6,451.1,0,694.4,100,0,30,94.388,94.388,39.35
18.188,77.625,846.5,0.5,14,96.6,465.7,0,905.8,100,0,30,95.875,95.875,38.85
17.875,77.125,762.5,0.5,13.6,97.2,491.4,0,919.4,100,0,30,83.112,83.1,39.75
18.362,78.738,1113,0.5,13.3,97.8,497.5,0,422.6,100,0,30,81.05,81.05,39.75
18.575,76.663,988.5,0.6,13,98.4,534.1,0.1,261.4,100,0,0,57.225,57.225,40.45
20.113,77.525,1027,89,14.8,97.7,516.4,0.1,475.7,100,0,0,85.487,85.487,39.85
21.45,77.425,888.5,242.3,18.4,91.9,534.1,0.5,1391.3,33.3,0,0,91.738,91.738,40.1
23.825,75.75,1062,370.6,20.7,78.7,561,0.8,537.2,0,0,0,50.962,50.962,35.325
26.037,70.238,1005,470.3,23,65.9,554.9,1.2,477.1,0,0,0,42.25,42.25,22.575
26.975,70.213,947.5,521.7,23.9,58.6,589,1.6,528.5,0,0,0,40.125,10.213,0
27.8,68.537,1009,534.9,24.7,55.7,621.4,1.7,1410.2,0,0,0,40.15,10.2,0
26.887,69.663,887,491.7,25.3,53.3,627.5,1.7,1344.1,0,0,0,40.15,10.013,0
26.737,68.638,911.5,412,25.3,49.4,631.8,2.2,1190.2,0,0,0,41.688,11.312,0
25.025,69.112,962,299.9,25.2,48.6,679.4,2.6,1396.5,0,0,0,41.375,10.975,34.25
22.588,74.475,1143.5,153.3,24.6,50.7,641.5,2.2,268.5,33.3,0,0,30.7,2.2375,36.975
21.825,78.975,1057.5,20.1,22.8,63,586.6,1.3,47.1,66.7,0,0,20.488,4.725,40.8
20.663,80.138,970,0.2,20.5,74.2,497.5,0.8,370.7,66.7,0,80,39.738,14.838,42
19.925,81.263,1051.5,0.2,18.6,85.2,434.5,0.1,428.8,66.7,0,80,40.2,14.875,43.075
19.4,78.888,675.5,0.2,17.9,86,427.8,0.6,751,66.7,0,80,100,96.938,41.35
19.025,79.65,643,0.2,17.2,86.1,422.3,0.9,645.8,66.7,0,80,100,98.463,41.425
18.625,78.95,520.5,0.5,16.8,86.9,410.7,0.9,60.5,66.7,0,80,96.925,96.925,39.825
19.2,77.537,667,0.2,17.5,82.6,412,1.6,594.7,66.7,0,80,100,96.912,39.7
18.363,76.912,577.5,0.3,16.6,83.8,411.3,1.5,643.6,66.7,0,30,100,98.388,37.625
18.413,77,567.5,0.3,16.7,82,417.5,1.7,548.4,66.7,0,30,100,96.737,37.975
18.3,77.225,596,0.2,16.4,82.6,428.4,1.3,645.2,66.7,0,30,100,96.862,38.9
18.212,77.2,667,0.4,16.3,82,447.4,1.2,700.6,66.7,0,30,99.688,99.688,37.625
18.262,77.65,748.5,0.3,16,83.4,445,1.3,863.6,100,0,30,100,81.7,38.525
18.812,77,806,0.3,16.4,83.4,468.8,1,966,66.7,0,30,100,84.825,38.4
19.163,76,703.5,0.3,16.2,84,484.7,1.6,1012.7,66.7,0,0,100,51.275,37.95
20.462,76.1,819.5,83.5,17.5,78.9,514.6,2.2,960.3,66.7,0,0,99.7,21.662,37.425
22.412,73.725,753,239.8,19.2,71.8,479.8,2.8,424.1,33.3,0,0,100,3.775,38.45
23.838,71.45,807.5,372.1,20.3,68.2,466.4,3.6,851.3,0,0,0,50.863,6.55,32.35
25.962,71.325,929.5,459.5,21.9,63.9,476.1,3.9,803.3,0,0,0,32.813,5.275,0
25.012,71.075,782.5,418.4,22.1,61.4,474.3,4.4,751.4,0,0,0,32.313,5.2375,30.4
23.787,73.987,844,277.7,22.2,58.6,471.9,4.2,753.3,0,0,0,31.487,2.2125,36.025
24.912,70.225,772.5,343.5,22.3,55.3,487.7,4.9,699.5,0,0,0,31.4,3.6125,31.8
25.225,68.662,734.5,373.7,22.8,53.5,499.9,5.8,597.7,0,0,0,31.263,4.275,30.5
23.988,69.688,795,264.5,23.3,51.9,497.5,4.8,640.4,0,0,0,31.137,2.525,34
22.375,72.9,864.5,129.1,23.4,51.7,493.2,4.4,746.5,66.7,0,0,30.213,2.1875,36.225
20.95,78.537,1059.5,13.8,22.3,59.8,476.1,2.8,639.9,33.3,0,0,34.925,10.087,40.175
21.012,79.225,1007.5,0.2,21,62.3,470,2.1,0,66.7,0,80,34.975,10.125,40.475
20.725,78.638,457,0.3,20.9,65.9,449.9,3.1,0,33.3,0,80,30.525,5.2625,40.35
19.7,78.6,431,0.3,20.7,60.2,435.2,4.2,0,33.3,0,80,86.188,64.35,41.2
19.863,68.362,429,0.3,20.8,56.8,426,3.3,0,33.3,0,80,100,99.25,36.4
20.087,68.638,425,0.2,20.6,55.7,396.1,3.7,0,66.7,0,80,100,98.95,36.55
21.125,67.175,539,0.3,19.9,57.1,404.6,4.3,538.4,100,0,80,98.6,98.2,35.2
20,67.05,496,0.2,18.7,64.7,402.8,3.8,544.8,100,0,30,100,100,35.65
20.15,74.3,539.5,0.3,18,74.8,407.7,3.4,530.2,100,0,30,100,100,38.9
19.95,76.925,630.5,0.3,17.3,85.4,424.8,3.5,695.3,100,0,30,100,100,40.275
20.287,79.513,573.5,0.2,17.2,92.3,429.7,3.8,707.5,100,0,30,100,100,41.775
20.725,78.55,551.5,0.2,17.5,93,446.2,4,810.4,100,0,30,100,98.2,41.3
20.762,78.975,569.5,0.3,17.5,92.4,425.4,3.8,856.3,100,0,30,100,92.2,41.25
20.075,79.85,624.5,0.3,17.5,91.1,426.6,3.4,810.7,66.7,0,0,100,80.8,43.825
20.537,79.15,661.5,5.5,17.2,89.9,433.9,3.8,806.5,66.7,0,0,100,12.5,42.675
21.625,78.138,707.5,62.3,17.3,87.5,449.3,4.2,757,66.7,0,0,97.325,2,40.575
23.325,73.075,681,288.5,18.3,79.9,427.8,4.1,1061.1,33.3,0,0,33.413,2.5625,35.525
21.475,75.388,921.5,165.5,18.1,74.9,427.2,5.1,917,33.3,0,0,85.05,2.0375,37.875
21.15,79.737,1049.5,62.4,16.5,83.2,432.7,5.4,751.1,33.3,0,0,31.075,2.0375,40.775
22.875,77.263,929.5,222.2,17.8,81,437.7,4.2,912.7,33.3,0,0,34.95,2.0125,37.8
25.125,73.325,750.5,480.5,18.4,73.4,450.5,5.5,963.9,0,0,0,39.588,7.2375,30.175
24.375,71.638,929.5,433,18.6,67.3,448.7,5.6,958.1,0,0,0,38.6,2.75,30.05
20.35,78.675,992.5,172.7,17.4,71.8,440.1,5.6,1186.2,33.3,0,0,7.925,2.075,39.175
20.213,80.037,1064,82.9,17.4,76.7,451.7,4.7,818.5,33.3,0,0,11.825,2.0625,40.825
18.95,81.35,915.5,5.7,17.1,79.9,433.3,4.6,752.7,33.3,0,0,34.8,2.0375,41.875
19.025,83.525,890.5,0.4,16.7,82.4,432.7,4.7,645.3,33.3,0,95,36.237,9.8,42.85
