Temp,H,CO_2,Rsun,Tout,Hout,CO2out,Vwind,CO2dos,Lamp,LS,ES,WL,WW,Tp
19.163,83.225,917.5,0.1,16.4,84.8,416.8,4.2,536.7,33.3,0,95,31.837,5.225,42.85
19.1,83.588,860,0.2,16.2,88.5,419.3,4.3,585.5,33.3,0,95,75.875,53.088,42.85
19.375,81.813,732,0.3,16.2,88.5,435.2,4.1,485.2,33.3,0,95,99.3,82.1,41.95
19.275,80.712,453.5,0.3,16.2,90.7,422.9,3.7,0,66.7,0,80,100,84.95,41.875
20.525,79.063,575.5,0.2,16.8,89.5,422.3,3.9,591.9,100,0,80,100,100,40.25
19.825,74.975,488,0.2,16.8,85.2,438.9,3.8,435.8,100,0,30,100,100,38.825
19.85,76.625,494.5,0.2,17.3,84.8,437,3.9,707.7,100,0,30,100,100,39.25
19.9,76.925,506,0.3,17.2,88.5,422.3,3.8,599.7,100,0,30,100,100,39.725
20.3,76.338,531,0.2,16.9,89.1,428.4,4.2,856.8,100,0,30,98.337,97.538,39.9
20.012,76.35,539,0.1,16.9,87.3,439.5,3.7,866.6,100,0,30,99.737,98.05,40.4
19.563,76.875,536.5,0.3,16.7,87.3,435.2,4.3,851.5,100,0,30,98.3,83.462,40.8
19.55,77.3,590,0.2,16.8,87.3,427.2,3.9,1132.9,66.7,0,0,100,54.587,42.5
20.2,80.088,821.5,15.8,16.7,89.1,420.5,4.5,1127.3,66.7,0,0,96.913,3.725,43.475
20.938,78.563,848,109.8,17,87.9,420.5,4.5,1119.8,33.3,0,0,75.513,2.1625,41.375
20.513,84.013,1117,45,17.1,86.1,425.4,5,422.2,33.3,0,0,5.85,2.125,42.85
22,75.4,950,189,17.7,83.2,458.4,5.5,1237.6,33.3,0,0,77.987,2.15,38.125
22.113,74.925,681.5,189.8,17.7,84.2,426.6,5.7,562.8,33.3,0,0,74.638,2.15,37.7
21.325,77.825,956,98,17.6,82.8,422.9,5.5,428.9,33.3,0,0,46.825,2.125,39.75
22.55,72.3,641,235.9,18.2,79.1,438.9,6.7,1125.8,33.3,0,0,82.463,2.1375,35.95
21.387,76.363,860.5,167.2,18,77.1,426,6.9,1019.2,33.3,0,0,31,2.125,38.275
21.512,73.65,895,191.1,18.4,74.5,434.5,6.7,1070.3,33.3,0,0,32.362,2.125,36.25
20.688,74.763,858.5,146.8,18.4,73.4,430.9,6.5,1120.6,33.3,0,0,36.625,2.05,39.025
18.688,78.863,781,8.8,17.4,75.9,420.5,7.5,808.1,33.3,0,0,26.375,2.0375,41.925
18.85,81.95,805.5,0.2,17.2,80.8,421.7,7.4,707.2,0,0,60.6,35.55,9.7875,43.375
17.488,83.563,632,0.1,16.9,86.2,426.6,7.8,599.2,0,0,0,30.537,3.2875,44.475
17.688,79.7,557,0.3,17.3,81.2,415.6,6.9,648.9,0,0,0,75.238,16.7,43.175
17.637,79.1,559.5,0.4,17.1,79.3,419.9,6.3,595.7,0,0,0,73.8,17.15,42.9
17.825,80.212,445.5,0.4,17,80.8,423.6,6.4,0,33.3,0,94.3,72.462,17.875,43.075
19.425,75.538,524.5,0.3,16.7,84.4,427.8,6.8,751,100,0,84.5,82.138,62.875,40.275
19.125,73.688,490,0.2,17,79.3,430.9,7,644.1,100,0,45,80.475,72.35,39.825
19.025,73.738,498.5,0.1,17,79.5,421.1,8.1,860.5,100,0,45,77.075,52.587,39.85
19.188,74.413,520.5,0.2,17.2,79.6,409.5,7.7,648.6,100,0,45,76.312,60.638,40.2
19.288,74.875,530.5,0.3,17,82,421.1,7.6,706.6,100,0,45,77.35,58.388,40.775
20.563,81.725,819.5,0.3,16,91.3,421.1,7.4,871.1,100,0,45,8.2125,2.15,43.275
20.512,79.512,793,0.3,16.4,90.7,426,7.1,917.9,33.3,0,40,7.7375,1.8,42.275
19.237,80.038,635,0.3,16.6,90.1,404.6,6.9,856.8,91.675,0,0,82.7,4.25,44.725
19.838,78.712,783.5,5.8,16.6,87.9,413.2,7.7,916.7,33.3,0,0,7.7875,2.15,43.65
19.45,81.15,1224.5,19.4,13.2,89.1,410.7,7.5,47.1,33.3,0,0,4.325,4.325,43.475
21.225,77.762,963.5,136.5,13.7,78.5,409.5,5.9,1128,66.7,0,0,23.75,23.75,39.925
21.45,64.425,694,362.6,14.9,62.7,419.9,7.5,1128.8,0,0,0,36.875,36.875,31.05
20.625,71.063,903,266,14.2,63.1,429.1,7.7,1135.8,0,0,0,8.15,8.15,36.625
21.85,75.313,913.5,252.4,13,72.8,422.9,7.1,1177.1,33.3,0,0,29.875,29.875,38.375
21.675,70.112,995,325,13.5,54.7,428.4,8.3,1230.8,0,0,0,19.2,19.2,34.175
21.738,64.025,992,356.2,13.9,51.1,429.1,8.2,966.4,0,0,0,23.525,23.525,31.45
20.413,65.188,874.5,261.3,14,51.1,400.4,7.7,1183.8,0,0,0,3.925,3.925,34.325
19.275,81.963,1066,19.1,12.2,63.9,425.4,5.3,269.8,66.7,0,0,2.7875,2.8,43.025
18.425,81.487,1080,1.7,12.8,60.4,416.8,4,901.8,66.7,0,0,11.788,2.15,43.7
17.287,80.775,964.5,0.2,12.8,55.5,430.9,5,585.1,0,0,60.3,10.287,1.3,44.7
16.688,81.375,1052,0.2,12.6,56.2,420.5,4.4,585.7,0,0,0,12.975,2.1625,41.8
16.137,81.6,1098.5,0.2,11.8,59.8,419.9,5.5,367.6,0,0,0,3.2125,2.1625,44.075
19.875,80.313,998.5,0.1,12.5,61.6,413.8,5.7,543.1,66.7,0,98,90.087,59.175,42.625
19.725,75.375,683.5,0.2,12.7,55.7,421.7,6.2,0,87.513,0,97.4,85.85,53,40.225
17.913,67.212,714,0.3,12.5,59.4,429.1,6.8,646.7,100,0,88.1,59.85,13.262,33.275
17.063,68.275,624.5,0.3,11.2,72.2,433.3,6.1,705.3,100,0,40,31.35,31.35,34.1
17.088,70.775,714,0.1,11.3,67.9,440.1,7.6,653,100,0,40,24.962,24.962,34.975
17.038,70.55,738,0.2,11.5,67.3,433.3,7.1,799.4,100,0,40,21.988,21.988,34.925
18.262,75.025,1025,0.3,10.7,76.7,437,6.8,752.7,100,0,40,35.6,35.6,36.5
17.95,75.988,972,0.2,9,89.1,425.4,4.6,860.1,100,0,40,44.462,2.55,38.925
17.762,72.862,809,0.2,11.2,76.1,437.7,5.9,757.1,100,0,40,17.488,17.488,36.3
18.438,74.463,1027.5,0.2,11.7,76.7,440.7,7.2,703.5,66.7,0,0,19.438,19.438,38.225
19.338,73.987,934,57.8,11.6,76.3,416.8,6,1021.8,100,0,0,2.9375,2.9375,37.35
20.288,75.237,1113,94.3,12.6,69.4,429.1,6,168.6,66.7,0,0,9.3375,9.3375,35.875
22.037,73.4,913,222,13.2,64.3,432.1,5.6,1281.4,33.3,0,0,25.613,25.625,37.125
22.788,60.788,752.5,474.9,14.3,53.1,426.6,6.4,1077,0,0,0,50.612,50.612,30.4
22.2,75.788,1062,314.6,12.7,72,426,6.2,915,0,0,0,26.25,26.25,37.6
21.487,69.725,976.5,301.2,13.5,66.1,429.1,6.1,1066.9,0,0,0,24.925,24.925,35.225
22.463,68.237,879,304.5,13.9,64.9,429.1,7,1177.1,0,0,0,29.075,2.1875,34.325
20.3,79.563,1053.5,66.1,11,82.2,427.2,7.5,594.6,66.7,0,0,2.975,2.975,39.325
20.45,80.725,1186,37.4,11.4,86.6,435.2,5.8,267.5,33.3,0,0,2.975,2.975,38.8
20.6,77.3,1057.5,75.8,12.7,72.6,427.2,5.1,0,66.7,0,0,14.538,14.538,40.475
19.625,81.1,1188,4,11.6,85.5,426,4,0,95.838,0,0,3.05,3.05,42.45
18.95,72.175,718,0.2,11.8,75.3,431.5,5,222.8,66.7,0,95,55.737,55.737,38.225
17.362,82.9,528.5,0.3,10.8,84,417.5,4.6,0,0,0,95,9.55,9.55,43.325
17.188,84.15,545,0.2,10.9,82.8,426.6,4.4,0,33.3,0,95,3.2125,3.2125,43.925
19.238,81.325,1056,0.2,10.3,84.4,428.4,3.9,649.2,66.7,0,95,2.975,2.975,41.75
21.125,81.913,1078,0.2,10.3,85,418.1,3.4,0,100,0,94.5,3,3,41.2
18.35,72.688,746.5,0.2,11,70.2,428.4,3.5,485.1,100,0,86.7,34.063,34.063,38.675
17.762,73.363,899.5,0.1,11.1,62.4,438.9,4.4,750.5,100,0,40,11.225,11.225,39.725
18.787,79.037,1107,0.1,10.6,73.7,417.5,4,154.3,100,0,40,2.925,2.925,41.175
17.925,74.5,1015,0.2,11.1,61,422.9,4,853.5,100,0,40,20.575,20.575,39.925
18.063,74.187,996.5,0.3,11.2,62.2,429.7,3.7,702.4,100,0,40,26.612,26.612,40.25
18.3,73.85,931.5,0.1,11.6,63.7,435.2,2.7,809.4,100,0,40,40.337,40.337,40.525
18.275,72.888,895,0.1,12,62.9,429.7,3.1,911.7,100,0,40,29.963,29.963,40.1
20.275,79.975,1149.5,0.2,9.5,83.8,439.5,4.5,220.8,100,0,31.667,3.175,3.175,43.225
19.275,73.825,878.5,67.4,11,79.3,433.9,2,919.1,100,0,0,38.575,38.575,40.75
21.637,73.75,1000.5,191.3,11.2,85.2,431.5,2,1178.3,66.7,0,0,23.475,23.475,35.275
22.263,75.45,1037.5,191.6,12.2,69.2,427.8,3,1189.8,66.7,0,0,24.462,24.462,33.5
26.1,71.188,950,470.5,12.6,80.3,429.7,2.6,962.4,0,0,0,99.95,99.95,15.125
21.75,76.413,1088,256.6,11.5,80.1,426,4.1,0,0,0,0,8.65,8.65,38.6
22.4,78.863,1056,219.6,11.4,79.9,421.7,4.5,0,66.7,0,0,16.313,16.313,39.575
23.087,75.862,1169.5,271.6,13.1,66.3,425.4,5.5,268.2,0,0,0,3.625,3.625,37.1
24.05,81.013,1171.5,262.1,11.3,82.4,427.8,4.5,321.1,33.3,0,0,3.1625,3.1625,38.55
20.825,82.088,1106.5,63,11.5,74.5,428.4,4.7,261.5,100,0,0,3.15,3.15,40.6
22.013,77.637,1112.5,38.8,11.2,84.6,434.5,3.8,382.5,100,0,0,15.188,15.188,38.6
21.525,79.825,1175.5,2,10.3,85.6,444.4,3.8,0,100,0,0,3.25,3.25,39.925
22.15,79.763,805,0.2,10.4,87.9,429.7,3.6,0,66.7,0,95,15.838,15.838,39.65
18.95,76.687,443.5,0.1,9.8,84.8,426.6,2.1,0,66.7,0,95,24.313,24.313,40.175
19.475,78.362,412.5,0.2,10.7,85,432.7,2.5,169.2,66.7,0,95,40.188,40.175,40.425
19.825,80.825,987,0.2,10.7,78.5,427.8,2.7,369.2,66.7,0,95,55.125,55.125,41.425
18.85,76.3,724.5,0.7,10,82.6,430.9,0.8,0,66.7,0,94.5,35.912,35.912,40.075
18.813,74.487,649,0.5,10.2,85.6,434.5,0.7,691.4,100,0,86.8,27.988,8.725,39.55
18.838,74.725,848.5,0.4,10,85,419.9,0.6,753.9,100,0,40,28.75,11.063,39.525
19.05,77.138,907.5,0.3,10.3,85.6,429.7,0.6,750.4,100,0,40,22.8,6.575,40.525
18.975,77.262,988.5,0.5,9.6,86.2,421.7,1,591.1,100,0,40,19.363,5.5375,40.375
19.225,77.287,1063.5,0.4,9.5,87.5,432.1,1.5,597,100,0,40,25.013,5.5125,40.8
19.275,77.838,1029.5,0.2,9.9,86.3,440.7,1.8,955.3,100,0,40,19.775,3.125,41.125
19.4,77.475,1013,0.3,10,85.7,445,2,908.8,100,0,40,19.375,3.0125,41.175
19.788,78.188,1145.5,0.3,10,85.6,436.4,2.7,161.8,100,0,0,17.6,2.775,42.825
20.3,77.95,1005,32,10.4,87.5,451.7,3.3,328.8,100,0,0,17.313,2.1625,42.35
21.287,78.838,1070,59.2,10.8,90.5,442.6,3.5,1026.6,100,0,0,13.788,2.1375,41.55
22.313,80.75,1237,50.2,11.1,93.6,457.2,4.7,0,100,0,0,3.1625,0,40.375
22.637,75.862,982,149.8,11.6,89.9,463.3,6.2,1026.7,100,0,0,16.625,1.975,37.875
24.137,79.588,1078,184.5,11.7,91.7,458.4,6.5,532.6,66.7,0,0,2.8875,0,38.4
22.213,81.4,1123,77.2,11.6,94.2,478.6,6.1,0,100,0,0,3.1125,0,40.775
23.512,80.513,1212.5,48.8,12,96,467.6,6.2,0,100,0,0,2.825,0,39.475
21.938,78.738,1094,33.5,12.5,96,473.1,5.2,323.5,100,0,0,15.35,1.975,38.525
21.238,78.938,1043.5,20.9,12.9,98.1,471.9,5.2,1178.9,100,0,0,13.3,1.975,38.875
21.362,79.2,1133,2.4,13.8,98.7,468.2,4.7,208.7,100,0,0,21.837,1.975,39.775
20.188,78.775,814,0.3,15.1,98.1,454.2,3.8,1070.9,100,0,0,16.238,3.1625,40.05
23.925,82.875,687.5,0.1,15.6,97.4,474.9,4.6,0,0,0,79.7,3.1875,0,40.125
18.963,85.938,447.5,0.3,16.2,97.5,466.4,4.6,0,0,0,0,7.075,0,43.625
18.9,88.5,439,0.5,17.2,93.2,445,4.9,0,0,0,0,43.45,21.763,43.65
18.975,85.425,431,0.4,17.7,87.1,437,6.1,0,0,0,0,2.7625,0,43.55
19.188,87.888,431,0.2,16.8,92.8,440.7,5.1,0,66.7,0,94.4,55.788,35.263,44.8
21.55,78.325,604,0.2,17,90.9,444.4,5,705.7,100,0,86.7,90.95,74.463,39.375
21.675,80.6,716,0.2,16.6,94,437.7,4.9,745.9,100,0,40,59.237,58.413,40.25
20.313,80.513,555.5,0.2,16.6,95.4,437,5.8,591.9,100,0,40,58.038,35.712,41.025
20.463,79.825,566,0.2,16.8,92.8,450.5,6.3,798.3,100,0,40,70.263,27.538,40.375
20.413,79.188,577.5,0.3,16.5,92.8,435.2,6,640.6,100,0,40,68.337,23.675,40.825
20.45,78.975,587.5,0.2,16.6,92.2,434.5,6.4,811.8,100,0,40,66.125,13.738,41.15
20.475,79.05,636.5,0.2,16.5,90.9,431.5,6.5,1075.3,100,0,40,54.962,6.3125,41.25
20.25,77.388,661,0.2,16.5,89.1,425.4,7.2,968.6,66.7,0,0,42.175,2.275,42.1
20.55,78.1,726.5,10.6,16.4,88.5,429.7,7.8,1064.2,100,0,0,75.162,2.2,41.175
20.425,78.138,732.5,70.8,16.6,86.7,415,8.1,1126.2,66.7,0,0,50.975,2.1625,41.25
20.85,77.688,744,143.4,16.9,84.2,431.5,7.8,1019.7,33.3,0,0,44.85,2.1,39.775
21.9,74.45,681.5,241.4,17.1,82.4,415.6,7.8,1191.5,33.3,0,0,49.1,2.0375,37.475
21.712,74.163,654.5,217.1,17,81.4,422.3,7.8,1183.5,33.3,0,0,49.263,2.1,37.375
21.238,76.45,777.5,159.7,16.9,82,419.9,7.6,1238.6,33.3,0,0,30.675,2.0625,38.9
21.175,76.65,870.5,134.1,17,81.4,437.7,7.4,1170.5,33.3,0,0,30.863,2.05,39.225
21.012,77.888,961.5,96.1,17.2,81.4,418.1,7.2,1192.5,33.3,0,0,25.662,2.025,38.775
21.063,77.587,870.5,60.5,17.1,83.8,436.4,7.9,590.8,66.7,0,0,25.675,2.0375,38.6
21,78.413,891,26.9,16.8,86.1,424.8,7.1,1171.8,66.7,0,0,26.512,1.9625,39.45
19.712,78.287,694,0.5,16.7,87.3,428.4,7.4,1076.1,66.7,0,0,61.875,11.65,40.2
20.887,78.213,453.5,0.2,16.6,87.9,430.9,7,1190.5,66.7,0,95,76.675,54.65,39.675
21.988,80.7,1108.5,0.3,16.8,86.7,433.9,6.4,0,66.7,0,95,3.6375,0,40.275
18.55,83.662,431,0.2,16.6,89.5,426.6,5.6,0,0,0,0,4.25,0,42.95
18.563,84.675,437,0.3,16.5,90.7,425.4,6.4,0,0,0,0,61.787,7.525,42.425
18.687,84.075,419,0.2,16.6,89.1,424.8,6.5,53.8,33.3,0,94.8,63.175,11.338,43.3
21.075,77.8,586,0.2,16.7,88.5,424.8,7.5,748.3,100,0,92.3,75.55,57.5,39.425
20.7,78.013,604,0.1,16.1,92.2,415,6.9,704.7,100,0,50,17.325,16.075,39.625
19.95,76.9,599.5,0.2,16.4,87.5,413.8,6.8,749.2,100,0,50,8.5125,0.2,39.6
19.825,76.213,559.5,0.3,16.2,86.9,432.7,6.8,748.1,100,0,50,83.675,25.113,39.55
19.775,75.325,622,0.3,16,83.6,418.1,7.7,759.5,100,0,50,78.325,9.2,39.025
19.788,75.463,663,0.3,16.2,81.8,417.5,7.6,907.6,100,0,50,76.675,5.8,39
19.812,76.088,671,0.5,16,83.6,417.5,7,803.8,100,0,50,79.85,2.7875,39.4
19.6,75.975,722.5,0.2,16.3,81.8,415,6.6,911.6,100,0,0,72.212,2.125,40.75
19.95,75.525,785,12.4,16.4,80.6,428.4,7.5,1132.4,100,0,0,53.063,2.1125,40.6
20.6,75.638,795,53.2,16.6,82.4,418.1,7.8,1240.4,100,0,0,55.325,2.1375,40.1
21.375,74.513,722,103.5,16.8,82.4,408.3,8,1228.8,100,0,0,57.538,2.1125,37.75
21.213,77.275,872.5,79.7,16.8,83,423.6,7.4,1121.3,41.65,0,0,29.75,2.1125,39.7
20.612,80.513,988.5,29.2,16.7,83.6,415,7.3,1231,66.7,0,0,16.113,2.15,41.4
21.3,76.138,814,84.3,17,82.2,437.7,7.6,1235.8,66.7,0,0,31.3,2.05,38.925
22.663,71.537,673,173.9,17.3,80.4,420.5,8.4,1232.7,100,0,0,65.638,2.0375,35.25
21.75,74.137,923.5,61.5,17.1,82.2,421.7,7.8,1123.3,100,0,0,45.7,2.0375,36.275
21.075,79.688,928,36.5,17.2,82.2,430.9,7.2,1287.5,66.7,0,0,25.675,2.0125,39.525
20.488,85.012,1019.5,3.8,17,82.8,433.3,7.2,1187.8,66.7,0,0,17.238,2,42.875
20.312,87.013,1121,0.2,16.5,88.3,431.5,5.9,0,33.3,0,50.7,3.825,0.1,43.775
21.662,87.625,1145,0,15.4,93.8,425.4,2.2,0,33.3,0,95,100,100,43.525
20.262,83.175,437.5,0.1,14.6,94,433.3,2.5,0,33.3,0,95,99,99,41.95
21.6,82.875,405,0.1,13.7,95.8,426,2.5,0,0,0,73.733,3.725,3.725,41.5
18.125,88.275,447.5,0.1,13.7,96.4,428.4,2.3,0,0,0,0,4.8625,4.8625,42.05
18.85,87.188,478,0.2,13.6,97.3,435.2,1.5,0,33.3,0,94.8,4.1875,4.1875,44.35
21.587,83.875,1096.5,0.3,13.6,97.8,426.6,1.5,538.1,66.7,0,92.633,3.825,3.825,41.825
23.012,82.125,1161,0.2,13.5,98.4,436.4,1.3,0,66.7,0,50,61.15,61.15,40.575
19.025,76.8,603.5,0.2,14.1,99.1,421.1,1.9,904.5,66.7,0,50,78.15,78.15,39.9
21.262,83.838,1098,0.2,13.7,99.7,426.6,1.7,167,66.7,0,50,3.8,0,42.05
20.9,81.912,1096.5,0.5,12.3,99.7,421.7,2.5,0,66.7,0,50,48.15,48.15,41.35
18.688,80.525,901,0.8,11.7,99.7,427.2,1.6,764.4,66.7,0,50,3.65,3.65,42
20.8,82.825,1163.5,0.4,11.3,99.7,424.8,1.5,0,100,0,50,3.8375,3.8375,41.975
22.6,81.788,1112.5,0.5,11.4,99.7,416.8,1.2,161.5,100,0,0,4.125,4.125,41.775
22.738,82.2,1113,2.3,11.5,99.7,422.9,1.1,107.8,100,0,0,3.9875,3.9875,41.8
24.363,81.575,1099,19.6,11.8,99.7,432.1,0.9,0,100,0,0,3.975,0,40.425
20.925,74.625,787,43.2,11.9,99.7,439.5,1.5,1078.7,66.7,0,0,41.875,2.575,38.1
21.375,80.262,1082,53.1,12.1,99.1,420.5,1.4,321.1,41.65,0,0,27.938,2.125,40.675
21.613,80.963,976,59,12.2,97.9,448.7,1.8,373.4,66.7,0,0,3.4625,0,40.95
24.063,81.888,1118.5,124.2,11.6,98.4,435.2,2.6,0,66.7,0,0,3.925,0,40.075
22.463,78.75,1067.5,68.9,12.1,98.4,428.4,1.7,641.1,66.7,0,0,4.225,4.225,38.95
21.113,79.175,911,28.2,11.8,98.4,424.8,2.3,1184.7,66.7,0,0,3.675,3.675,38.7
22.425,84.638,1246.5,30.4,12,99.1,439.5,2.1,0,66.7,0,0,4.0125,4.0125,41.15
22.088,86.475,1291.5,8.1,11.9,99.1,447.4,2.1,0,66.7,0,0,4.0375,4.0375,42.75
19.05,82.5,905.5,0.4,11.5,99.7,449.3,2.2,1128.6,66.7,0,74,27.3,27.3,42.425
18.137,89.287,834,0.4,10.7,99.7,455.4,2.5,0,0,0,0,4.3875,4.3875,43.925
18.387,84.788,592,0.4,10.3,99.1,463.3,2.6,0,0,0,0,14.337,14.337,41.675
18.287,84.425,534.5,0.3,10.4,96.6,438.9,2.2,0,0,0,0,14.975,14.975,41.7
18.15,83.263,494.5,0.4,10.3,93.8,438.3,1.9,0,0,0,0,13.125,13.125,41.2
19.55,78.2,453,0.4,10.3,90.5,471.9,2.5,0,100,0,95.167,67.75,67.75,40.55
19.125,75.737,784.5,0.4,10.6,87.5,426,1.9,694.4,100,0,92.2,54.15,54.15,39.475
18.475,76.237,801,0.3,10.6,88.7,440.1,0.9,699,100,0,60,29.475,29.475,40.1
18.787,76.438,925.5,0.4,10.5,90.5,445.6,0.9,750.9,100,0,60,37.813,37.813,40.3
18.6,75.75,952,0.4,10.4,92.3,435.2,0.8,861.2,100,0,60,29.688,29.688,40.025
18.425,77.587,1039.5,0.3,9.7,94.2,435.2,0.8,474.3,100,0,60,17.688,17.688,40.9
18.6,77.05,974.5,0.3,9.5,94.8,456.6,0.1,850.9,100,0,60,23.75,23.75,40.5
18.637,78.512,1015.5,0.6,9.6,95.4,444.4,0.2,915.5,66.7,0,30,15.588,15.588,42.075
18.287,82.412,1098,0.5,9.4,96,428.4,0.7,215.8,33.3,0,0,5.6875,5.6875,43.6
19.863,79.088,1214.5,68.7,9.8,96,446.8,0.8,0,66.7,0,0,16.463,16.463,40.025
21.3,73.25,945.5,257.5,11.9,85.2,443.2,1.5,1223.4,66.7,0,0,40.612,40.612,39.15
22.163,71.45,968,343.7,13.1,69,456,2.5,531.4,0,0,0,44.937,44.937,33.8
22.988,64.625,960,446.6,13.7,51.9,462.7,3.2,1062,0,0,0,48.525,48.525,30.25
23.512,63.387,799.5,512.3,14.3,53.3,452.9,3.2,1340.7,0,0,0,60.463,60.463,30.25
22.437,66.462,1035,367.5,14.5,53.1,460.3,3,426.7,0,0,0,43.313,43.313,30.4
24.113,60.2,813,478.4,14.6,51,467.6,2.8,691.6,0,0,0,39.112,39.112,30.3
20.875,65.362,948,307.5,14.6,52.7,498.1,1.8,1129.7,0,0,0,17.975,17.975,33.6
20.3,69.262,936,159.1,13.6,57,493.2,2,1119,33.3,0,0,4.875,1.975,36
21.137,76.388,1185.5,52.9,13,65.9,505.4,2.1,266.7,87.512,0,0,16.25,16.25,39.325
18.987,74.025,1051.5,1.3,11.8,68.5,496.9,2.4,322.9,100,0,0,21.1,21.1,39.95
18.912,77.062,538.5,0.3,11.3,70.6,478,1.8,0,0,0,94.833,26.1,26.1,36.775
17.8,80.012,508.5,0.3,10.3,74.3,440.1,1.2,0,0,0,94.733,9.425,9.4125,39.4
17.225,82.188,547,0.5,9.4,78.1,422.3,1.1,0,0,0,0,3.0875,3.0875,39.65
17.575,82.25,585.5,0.5,8.6,81.2,434.5,1.2,0,33.3,0,95,6.5875,6.5875,40.1
17.587,77.2,484,0.3,8.1,84.6,422.9,0.9,0,66.7,0,90,16.225,16.225,40.1
17.525,79.487,990.5,0.6,7.6,87.7,431.5,0.9,707.9,66.7,0,90,9.4,9.4,41.9
17.237,78.3,1098.5,0.4,6.9,88.9,439.5,0.5,374.6,66.7,0,30,6.6,6.6,42.325
17.475,80.425,1210.5,0.5,6.6,91.3,451.1,0.3,321.1,66.7,0,30,3.2625,3.2625,41.35
17.513,81.65,1245,0.4,6.2,93.2,431.5,0.5,208,66.7,0,30,3.35,3.35,42.325
17.863,81.537,1289.5,0.3,5.9,94.4,443.8,0.2,214.4,66.7,0,30,6.2875,6.2875,43
17.438,80.287,1308.5,0.5,6.1,95.6,455.4,0.2,208,100,0,30,3.2125,3.2125,42.325
18.287,79.8,1045,0.5,6.3,96.2,456,0.5,214.2,100,0,30,8.2875,8.2875,42.625
18.75,77.462,1062.5,0.4,6.4,96.8,463.3,0.7,328.7,100,0,0,7.8875,7.8875,40.125
19.762,77.463,1120.5,59.1,7,95,482.2,2.2,430.4,100,0,0,14.138,14.138,43.075
21.025,75.038,998.5,167.5,8.5,92,494.15,2,1062.1,100,0,0,24.5,24.5,40.05
21.912,72.737,1072.5,324.3,10.2,83.8,501.2,1.9,740.2,33.3,0,0,31.85,2.7125,35.6
22.662,70.838,976.5,429,12.2,74.1,507.9,2.3,1342.5,0,0,0,44.288,1.9125,30.15
22.738,68.125,844,476.7,13.1,69.2,497.5,3.2,1135.6,0,0,0,49.313,2.075,30.15
23.587,64.575,911.5,504.7,13.9,58.4,503.6,4,965,0,0,0,66.913,6.5875,30.15
23.162,61.025,958,448.9,14.2,56.2,520.7,4.1,1064,0,0,0,59.112,3.025,30.15
22.363,64.462,894.5,356.9,14.1,55.5,528.6,3.6,1185.8,0,0,0,41.825,2.05,31.4
21.112,69.337,994.5,241.5,14,54.9,531.1,4.2,1177.9,33.3,0,0,21.012,2.05,35
20.988,75.675,1053.5,92.7,13.1,63.7,537.8,3.5,321.1,100,0,0,12.088,2.075,39.2
18.962,73.125,1100,4.3,11.6,67.3,546.9,2.8,154.9,100,0,0,17.863,17.863,39.4
18.887,80.4,1141.5,0.3,10.4,70.4,539.6,2.8,266.7,100,0,95,22.662,22.662,42.725
18.925,72.863,952,0.7,9.1,70.4,483.5,2.5,641.5,100,0,95,45.05,45.05,39.775
18.487,75.863,1040,0.3,8.2,75.3,480.4,2.5,637.5,100,0,90,21.962,21.962,41.025
18.237,74.95,988.5,0.3,7.8,76.5,463.3,3,380.2,100,0,90,21.087,21.087,40.675
17.988,74.125,838,0.3,7,80.1,443.2,2.4,0,83.35,0,90,24.8,24.8,39.675
17.887,74.188,980,0.3,6.1,85.2,447.4,1.6,860.9,100,0,90,18.775,18.775,38.625
17.588,74.987,984.5,0.2,5.9,86.4,437.7,2.1,424.2,100,0,30,11.662,2.0375,40.525
17.962,78.013,1086,0.5,5.6,88.3,447.4,2.3,326.9,100,0,30,8.55,2.0375,41.475
17.875,77.775,1068,0.3,5.5,90.1,451.7,2.7,320.3,100,0,30,4.7,2.025,41.3
17.938,78.138,1145,0.3,4.4,90.7,476.1,1.2,207.4,100,0,30,6.2875,2.025,41.425
18.112,78.95,1035,0.3,4.4,93.2,444.4,1.9,696.4,100,0,30,4.8625,2.025,41.6
17.975,79.45,1147,0.3,4.3,93.2,461.5,2.2,268.2,100,0,30,5.625,2.0125,42.6
18.363,79.25,1125,0.3,3.8,93.8,458.4,2,320.3,83.35,0,0,6.7125,2.0375,39.95
18.15,79.775,1202,59.1,4.3,93.8,539.6,2.4,216.1,33.3,0,0,3.35,2.0125,39.875
19.563,75.238,1044,209.7,5.7,88.7,486.5,3.2,966.4,66.7,0,0,8.0625,2.025,41.325
21.162,71.712,950,352.5,7.8,78.9,529.2,3.3,429,0,0,0,18.587,2.075,34.45
22.087,69.85,991,449.5,9.4,74.1,525.6,3,428.4,0,0,0,34.7,2.0375,30.375
22.425,68.725,836,508.1,10.9,70.2,504.8,3.1,1237.2,0,0,0,40.5,2.1,30.375
23.225,65.45,795.5,513.9,11.6,66.1,503,3.4,1127.6,0,0,0,50.25,3.925,30.375
23.262,63.063,984.5,464.3,12.5,62.5,505.4,3.8,0,0,0,0,57.163,2.35,30.375
22.363,66.425,999,366.3,13.1,61,562.2,3.4,1027.5,0,0,0,42.762,2.325,30.525
21.613,70.612,1021,245,13.5,58.2,542,3.5,425.4,66.7,0,0,27.437,2.15,35.075
20.463,75.475,1133,98.2,13,58.8,524.3,3.3,419.7,66.7,0,0,15.563,2.1125,39.35
